831,43,586,249,126,65,2,371,1329,75,633,420,1046,927,856,460,1346,924,972,1331,892,1268,1130,1036,1121,974,680,45,18,368,1180,732,145,225,167,82,1114,606,165,794,705,1150,925,1153,423,704,366,1287,397,876,198,1053,1285,550,803,1063,314,1308,176,641,1001,1393,832,118,84,1029,459,807,849,78,532,359,1040,617,797,1021,1111,346,415,1138,1197,1075,1109,1323,919,77,1328,979,743,283,1101,1129,1119,1200,1082,1395,793,380,376,38,1025,1404,734,251,1267,1240,1191,96,759,357,58,1299,874,1377,1154,738,1020,941,290,478,767,210,1169,600,127,130,370,808,858,698,619,424,748,173,833,649,291,1009,272,863,1043,401,847,502,765,910,746,957,1281,747,279,123,1340,1048,464,656,653,1356,63,134,27,237,838,993,30,489,1081,15,55,79,577,1223,983,303,968,395,1147,106,343,392,841,655,102,172,427,356,610,846,438,1204,74,1065,48,1269,469,491,1026,1160,741,546,718,1407,69,1317,923,281,514,1307,81,298,665,29,907,37,14,1335,344,310,1190,1122,1086,1143,603,446,1181,1074,416,375,201,320,703,1011,100,835,1151,337,890,651,1136,776,20,883,894,1292,1224,152,810,156,1330,511,1341,53,1405,742,1427,212,449,1196,1140,988,889,501,67,307,488,240,386,1421,864,1260,247,1338,219,708,1408,899,1107,289,852,582,142,696,1213,154,1431,184,248,8,217,613,1295,224,103,861,556,1389,113,456,1345,816,509,1436,447,1202,36,1159,9,623,524,859,68,107,1353,339,1310,538,1438,410,1052,186,525,72,1297,168,149,234,900,540,7,701,277,468,661,1262,340,824,672,503,435,1416,1435,1336,1012,66,1217,181,878,658,605,465,384,265,769,1084,64,499,1252,331,480,6,348,843,54,1381,1315,404,789,266,264,565,686,229,830,1189,1444,1014,727,412,1401,32,323,911,581,391,242,269,444,544,614,405,197,1039,982,706,836,799,191,757,271,1399,1321,778,485,744,845,695,280,1226,1322,643,779,1286,268,844,541,716,1205,40,252,309,147,690,278,407,1434,151,608,178,515,124,956,506,1097,788,818,868,777,302,122,372,22,850,189,1073,255,798,498,530,1172,1351,545,1402,1414,995,866,851,770,83,1128,629,148,1294,768,939,1221,994,642,61,454,931,837,17,1227,940,1312,1300,527,660,1246,495,378,207,188,602,1220,938,736,574,117,969,1095,1085,419,796,508,729,1441,170,304,1187,21,1123,91,1041,966,1207,1235,472,1339,1324,679,640,204,884,1234,761,523,1296,414,114,714,652,1015,330,1420,561,1275,261,1060,379,1023,804,218,1118,822,120,893,276,295,620,809,439,691,648,1293,535,534,402,820,1303,709,520,1124,1149,1425,760,1176,319,1100,1211,140,1080,1174,1003,235,1068,1284,369,408,737,547,715,986,976,687,666,1193,33,1022,722,720,1406,246,257,164,707,450,950,646,406,542,721,839,1239,1157,208,110,792,507,1257,436,109,598,949,429,230,901,403,981,41,288,1266,394,1030,253,1359,607,121,992,1254,1349,745,1115,317,912,634,270,725,228,115,977,596,800,157,1230,1228,933,916,1276,592,1038,143,1198,1083,1387,726,448,1178,1066,1274,1113,1247,533,664,1232,1319,915,206,216,1259,823,817,719,453,554,567,751,1195,1264,1350,236,1024,365,552,693,396,528,1013,920,1183,1027,756,1396,273,104,1417,461,1277,1099,211,316,428,445,961,753,1067,70,476,1152,1037,1222,1369,1362,434,611,1126,1146,1342,141,980,1263,92,60,1000,1079,335,341,811,814,1443,573,1392,282,274,382,1237,1216,1165,647,636,1094,1116,1245,333,853,1289,311,675,989,1179,609,1327,936,677,791,997,786,39,1279,496,241,1343,260,1367,1173,579,1352,313,870,1206,795,
Score Information 
831 : 0.05234999999999916
43 : 0.02635000000000024
586 : 0.023000000000000194
249 : 0.02285000000000019
126 : 0.021250000000000168
65 : 0.01985000000000015
2 : 0.01875000000000013
371 : 0.017800000000000118
1329 : 0.017550000000000114
75 : 0.014050000000000064
633 : 0.013950000000000063
420 : 0.012700000000000048
1046 : 0.012600000000000043
927 : 0.012050000000000036
856 : 0.011750000000000033
460 : 0.01165000000000003
1346 : 0.011300000000000032
924 : 0.01095000000000002
972 : 0.010500000000000016
1331 : 0.010500000000000015
892 : 0.01015000000000001
1268 : 0.010050000000000016
1130 : 0.009850000000000006
1036 : 0.009300000000000004
1121 : 0.009249999999999996
974 : 0.009199999999999996
680 : 0.008899999999999993
45 : 0.008699999999999989
18 : 0.008499999999999988
368 : 0.008249999999999983
1180 : 0.008199999999999983
732 : 0.008099999999999982
145 : 0.00799999999999998
225 : 0.00794999999999998
167 : 0.007799999999999981
82 : 0.007749999999999981
1114 : 0.007699999999999981
606 : 0.007599999999999981
165 : 0.007549999999999982
794 : 0.0074999999999999815
705 : 0.007449999999999983
1150 : 0.007349999999999982
925 : 0.007299999999999983
1153 : 0.007299999999999982
423 : 0.007249999999999983
704 : 0.0071999999999999825
366 : 0.0071999999999999825
1287 : 0.007149999999999983
397 : 0.007099999999999983
876 : 0.007049999999999984
198 : 0.007049999999999984
1053 : 0.007049999999999983
1285 : 0.006849999999999985
550 : 0.006849999999999984
803 : 0.006749999999999984
1063 : 0.0066999999999999916
314 : 0.006699999999999985
1308 : 0.006699999999999985
176 : 0.006649999999999985
641 : 0.0065499999999999855
1001 : 0.0065499999999999855
1393 : 0.0063999999999999856
832 : 0.006349999999999986
118 : 0.006299999999999986
84 : 0.0062499999999999865
1029 : 0.006199999999999986
459 : 0.006099999999999987
807 : 0.0060999999999999865
849 : 0.0060999999999999865
78 : 0.006049999999999988
532 : 0.006049999999999987
359 : 0.006049999999999987
1040 : 0.005999999999999988
617 : 0.005949999999999988
797 : 0.005849999999999988
1021 : 0.005799999999999988
1111 : 0.005749999999999988
346 : 0.005649999999999989
415 : 0.0055999999999999895
1138 : 0.0055999999999999895
1197 : 0.005599999999999988
1075 : 0.005499999999999989
1109 : 0.005499999999999989
1323 : 0.005449999999999989
919 : 0.005449999999999989
77 : 0.005399999999999989
1328 : 0.005349999999999989
979 : 0.005349999999999989
743 : 0.00529999999999999
283 : 0.00519999999999999
1101 : 0.005199999999999989
1129 : 0.005199999999999989
1119 : 0.005199999999999989
1200 : 0.00514999999999999
1082 : 0.00509999999999999
1395 : 0.00509999999999999
793 : 0.00504999999999999
380 : 0.004999999999999991
376 : 0.0049999999999999906
38 : 0.004949999999999991
1025 : 0.004949999999999991
1404 : 0.0048499999999999915
734 : 0.004849999999999991
251 : 0.004799999999999992
1267 : 0.004799999999999991
1240 : 0.004799999999999991
1191 : 0.004749999999999992
96 : 0.004749999999999992
759 : 0.004749999999999991
357 : 0.004749999999999991
58 : 0.004699999999999992
1299 : 0.0046999999999999915
874 : 0.004599999999999992
1377 : 0.004599999999999992
1154 : 0.004599999999999992
738 : 0.004549999999999992
1020 : 0.004549999999999992
941 : 0.0045499999999999916
290 : 0.004499999999999993
478 : 0.004499999999999992
767 : 0.004449999999999992
210 : 0.0043999999999999925
1169 : 0.0043999999999999925
600 : 0.004349999999999994
127 : 0.004349999999999994
130 : 0.004349999999999994
370 : 0.004349999999999994
808 : 0.004349999999999993
858 : 0.004349999999999993
698 : 0.004349999999999993
